transaction_id,date,customer_id,customer_name,region,category,product,units,list_price,discount_pct,discount_amt,pocket_price,revenue,unit_cost,total_cost,margin_pct,status,sales_rep,customer_tier,industry,year,quarter,month
T0141,2023-10-13,C012,Delta Aerospace,West,Software,CRM Platform,2,8500,32.13,5462.1,5768.95,11537.9,600,1200,89.6,Won,David Evans,Enterprise,Aerospace,2023,Q4,Oct
T0142,2023-10-16,C005,Cascade Retail,South,Software,CRM Platform,1,8500,13.07,1110.95,7389.05,7389.05,600,600,91.88,Won,James Okafor,Mid-Market,Retail,2023,Q4,Oct
T0143,2023-10-17,C008,Orion Pharma,East,Hardware,Headset Pro,2,220,5.64,24.82,207.59,415.18,120,240,42.19,Won,Aisha Patel,Enterprise,Healthcare,2023,Q4,Oct
T0144,2023-10-18,C014,Quantum Devices,North,Software,CRM Platform,2,8500,8.06,1370.2,7814.9,15629.8,600,1200,92.32,Won,Sarah Chen,Enterprise,Technology,2023,Q4,Oct
T0145,2023-10-18,C020,Polar Biotech,East,Software,Analytics Suite,3,4500,9.63,1300.05,4066.65,12199.95,500,1500,87.7,Won,Aisha Patel,Enterprise,Healthcare,2023,Q4,Oct
T0146,2023-10-21,C020,Polar Biotech,East,Hardware,Headset Pro,10,220,13.11,288.4,191.16,1911.6,120,1200,37.23,Lost,Aisha Patel,Enterprise,Healthcare,2023,Q4,Oct
T0147,2023-10-21,C001,Apex Industries,North,Software,Cloud Storage 1TB,5,380,12.9,245.1,330.98,1654.9,45,225,86.4,Won,Sarah Chen,Enterprise,Manufacturing,2023,Q4,Oct
T0148,2023-10-22,C009,BlueRock Mining,West,Hardware,Server Rack,2,6200,3.73,462.52,5968.74,11937.48,4100,8200,31.31,Won,Tom Walsh,Mid-Market,Mining,2023,Q4,Oct
T0149,2023-10-23,C002,Horizon Tech,East,Software,Security Suite,2,3200,1.27,81.28,3159.36,6318.72,280,560,91.14,Won,Priya Sharma,Enterprise,Technology,2023,Q4,Oct
T0150,2023-10-23,C009,BlueRock Mining,West,Software,Cloud Storage 1TB,2,380,9.69,73.64,343.18,686.36,45,90,86.89,Won,Tom Walsh,Mid-Market,Mining,2023,Q4,Oct
T0151,2023-10-24,C012,Delta Aerospace,West,Software,Security Suite,2,3200,19.94,1276.16,2561.92,5123.84,280,560,89.07,Won,David Evans,Enterprise,Aerospace,2023,Q4,Oct
T0152,2023-10-24,C013,Harbor Insurance,East,Software,BI Dashboard,10,5500,10.59,5824.5,4917.55,49175.5,500,5000,89.83,Pending,Aisha Patel,Enterprise,Financial Services,2023,Q4,Oct
T0153,2023-10-24,C007,Vertex Logistics,South,Software,BI Dashboard,1,5500,9.2,506.0,4994.0,4994.0,500,500,89.99,Won,Marco Ruiz,Mid-Market,Logistics,2023,Q4,Oct
T0154,2023-10-26,C015,Redwood Construction,South,Hardware,Laptop Pro,1,1200,7.43,89.16,1110.84,1110.84,800,800,27.98,Won,Marco Ruiz,SMB,Construction,2023,Q4,Oct
T0155,2023-10-26,C001,Apex Industries,North,Furniture,Desk Pro,2,420,10.93,91.82,374.09,748.18,180,360,51.88,Lost,Sarah Chen,Enterprise,Manufacturing,2023,Q4,Oct
T0156,2023-10-30,C007,Vertex Logistics,South,Hardware,Network Switch,10,950,11.07,1051.7,844.84,8448.4,540,5400,36.08,Won,Marco Ruiz,Mid-Market,Logistics,2023,Q4,Oct
T0157,2023-10-30,C002,Horizon Tech,East,Software,CRM Platform,10,8500,11.73,9970.5,7502.95,75029.5,600,6000,92.0,Won,Priya Sharma,Enterprise,Technology,2023,Q4,Oct
T0158,2023-10-30,C011,Pinnacle Consulting,North,Software,BI Dashboard,10,5500,45.0,24750.0,3025.0,30250.0,500,5000,83.47,Won,Emily Foster,Mid-Market,Professional Svcs,2023,Q4,Oct
T0159,2023-10-31,C020,Polar Biotech,East,Software,CRM Platform,1,8500,4.79,407.15,8092.85,8092.85,600,600,92.59,Lost,Aisha Patel,Enterprise,Healthcare,2023,Q4,Oct
T0160,2023-11-02,C008,Orion Pharma,East,Software,Mobile Device Mgmt,1,2800,16.53,462.84,2337.16,2337.16,250,250,89.3,Lost,Aisha Patel,Enterprise,Healthcare,2023,Q4,Nov
T0161,2023-11-04,C009,BlueRock Mining,West,Hardware,Network Switch,1,950,6.92,65.74,884.26,884.26,540,540,38.93,Won,Tom Walsh,Mid-Market,Mining,2023,Q4,Nov
T0162,2023-11-05,C014,Quantum Devices,North,Furniture,Desk Pro,5,420,4.19,88.0,402.4,2012.0,180,900,55.27,Won,Sarah Chen,Enterprise,Technology,2023,Q4,Nov
T0163,2023-11-06,C014,Quantum Devices,North,Hardware,Headset Pro,2,220,9.32,41.0,199.5,399.0,120,240,39.85,Won,Sarah Chen,Enterprise,Technology,2023,Q4,Nov
T0164,2023-11-06,C020,Polar Biotech,East,Furniture,Desk Pro,1,420,2.38,10.0,410.0,410.0,180,180,56.1,Won,Aisha Patel,Enterprise,Healthcare,2023,Q4,Nov
T0165,2023-11-07,C020,Polar Biotech,East,Software,ERP Module,3,12000,8.88,3196.8,10934.4,32803.2,1200,3600,89.03,Won,Aisha Patel,Enterprise,Healthcare,2023,Q4,Nov
T0166,2023-11-10,C016,Tidal Software,South,Hardware,Server Rack,1,6200,10.36,642.32,5557.68,5557.68,4100,4100,26.23,Lost,James Okafor,Mid-Market,Technology,2023,Q4,Nov
T0167,2023-11-11,C005,Cascade Retail,South,Hardware,Laptop Pro,1,1200,10.27,123.24,1076.76,1076.76,800,800,25.7,Won,James Okafor,Mid-Market,Retail,2023,Q4,Nov
T0168,2023-11-12,C011,Pinnacle Consulting,North,Furniture,Office Chair,1,180,13.58,24.44,155.56,155.56,80,80,48.57,Won,Emily Foster,Mid-Market,Professional Svcs,2023,Q4,Nov
T0169,2023-11-12,C017,Granite Automotive,West,Hardware,Network Switch,10,950,13.76,1307.2,819.28,8192.8,540,5400,34.09,Won,David Evans,Enterprise,Automotive,2023,Q4,Nov
T0170,2023-11-18,C002,Horizon Tech,East,Hardware,Laptop Pro,5,1200,5.83,349.8,1130.04,5650.2,800,4000,29.21,Won,Priya Sharma,Enterprise,Technology,2023,Q4,Nov
T0171,2023-11-19,C011,Pinnacle Consulting,North,Hardware,Network Switch,2,950,36.16,687.04,606.48,1212.96,540,1080,10.96,Won,Emily Foster,Mid-Market,Professional Svcs,2023,Q4,Nov
T0172,2023-11-24,C017,Granite Automotive,West,Services,Training Package,10,1800,24.67,4440.6,1355.94,13559.4,400,4000,70.5,Lost,David Evans,Enterprise,Automotive,2023,Q4,Nov
T0173,2023-11-28,C002,Horizon Tech,East,Hardware,Server Rack,1,6200,17.36,1076.32,5123.68,5123.68,4100,4100,19.98,Won,Priya Sharma,Enterprise,Technology,2023,Q4,Nov
T0174,2023-11-28,C011,Pinnacle Consulting,North,Hardware,Laptop Pro,5,1200,18.09,1085.4,982.92,4914.6,800,4000,18.61,Won,Emily Foster,Mid-Market,Professional Svcs,2023,Q4,Nov
T0175,2023-12-04,C008,Orion Pharma,East,Software,Analytics Suite,2,4500,4.76,428.4,4285.8,8571.6,500,1000,88.33,Won,Aisha Patel,Enterprise,Healthcare,2023,Q4,Dec
T0176,2023-12-07,C014,Quantum Devices,North,Software,Analytics Suite,1,4500,6.68,300.6,4199.4,4199.4,500,500,88.09,Lost,Sarah Chen,Enterprise,Technology,2023,Q4,Dec
T0177,2023-12-07,C007,Vertex Logistics,South,Hardware,Server Rack,2,6200,14.27,1769.48,5315.26,10630.52,4100,8200,22.86,Pending,Marco Ruiz,Mid-Market,Logistics,2023,Q4,Dec
T0178,2023-12-08,C014,Quantum Devices,North,Software,Mobile Device Mgmt,2,2800,16.74,937.44,2331.28,4662.56,250,500,89.28,Won,Sarah Chen,Enterprise,Technology,2023,Q4,Dec
T0179,2023-12-11,C006,Nimbus Financial,East,Hardware,Headset Pro,5,220,6.75,74.25,205.15,1025.75,120,600,41.51,Pending,Priya Sharma,Enterprise,Financial Services,2023,Q4,Dec
T0180,2023-12-11,C011,Pinnacle Consulting,North,Hardware,"Monitor 27""",5,350,21.32,373.1,275.38,1376.9,210,1050,23.74,Won,Emily Foster,Mid-Market,Professional Svcs,2023,Q4,Dec
T0181,2023-12-13,C017,Granite Automotive,West,Software,Security Suite,1,3200,33.81,1081.92,2118.08,2118.08,280,280,86.78,Won,David Evans,Enterprise,Automotive,2023,Q4,Dec
T0182,2023-12-14,C008,Orion Pharma,East,Hardware,Network Switch,5,950,4.03,191.45,911.72,4558.6,540,2700,40.77,Won,Aisha Patel,Enterprise,Healthcare,2023,Q4,Dec
T0183,2023-12-19,C004,Solaris Energy,West,Hardware,Laptop Pro,5,1200,9.96,597.6,1080.48,5402.4,800,4000,25.96,Won,Tom Walsh,Mid-Market,Energy,2023,Q4,Dec
T0184,2023-12-19,C019,Coastline Hotels,West,Software,ERP Module,10,12000,9.56,11472.0,10852.8,108528.0,1200,12000,88.94,Won,Tom Walsh,Mid-Market,Hospitality,2023,Q4,Dec
T0185,2023-12-19,C003,Meridian Health,North,Hardware,Server Rack,10,6200,6.6,4092.0,5790.8,57908.0,4100,41000,29.2,Lost,Sarah Chen,Enterprise,Healthcare,2023,Q4,Dec
T0186,2023-12-21,C012,Delta Aerospace,West,Software,BI Dashboard,1,5500,27.58,1516.9,3983.1,3983.1,500,500,87.45,Lost,David Evans,Enterprise,Aerospace,2023,Q4,Dec
T0187,2023-12-21,C015,Redwood Construction,South,Furniture,Desk Pro,5,420,0.7,14.7,417.06,2085.3,180,900,56.84,Won,Marco Ruiz,SMB,Construction,2023,Q4,Dec
T0188,2023-12-24,C007,Vertex Logistics,South,Hardware,Headset Pro,10,220,18.61,409.4,179.06,1790.6,120,1200,32.98,Won,Marco Ruiz,Mid-Market,Logistics,2023,Q4,Dec
T0189,2023-12-26,C006,Nimbus Financial,East,Software,CRM Platform,2,8500,4.29,729.3,8135.35,16270.7,600,1200,92.62,Pending,Priya Sharma,Enterprise,Financial Services,2023,Q4,Dec
T0190,2023-12-26,C010,Stratos Media,North,Software,CRM Platform,10,8500,16.1,13685.0,7131.5,71315.0,600,6000,91.59,Lost,Emily Foster,SMB,Media,2023,Q4,Dec
T0191,2024-01-02,C009,BlueRock Mining,West,Software,BI Dashboard,1,5500,14.19,780.45,4719.55,4719.55,500,500,89.41,Won,Tom Walsh,Mid-Market,Mining,2024,Q1,Jan
T0192,2024-01-04,C013,Harbor Insurance,East,Hardware,Server Rack,3,6200,9.79,1820.94,5593.02,16779.06,4100,12300,26.69,Won,Aisha Patel,Enterprise,Financial Services,2024,Q1,Jan
T0193,2024-01-06,C015,Redwood Construction,South,Hardware,Network Switch,1,950,2.4,22.8,927.2,927.2,540,540,41.76,Won,Marco Ruiz,SMB,Construction,2024,Q1,Jan
T0194,2024-01-06,C002,Horizon Tech,East,Hardware,"Monitor 27""",5,350,1.47,25.7,344.85,1724.25,210,1050,39.1,Won,Priya Sharma,Enterprise,Technology,2024,Q1,Jan
T0195,2024-01-09,C003,Meridian Health,North,Software,Mobile Device Mgmt,2,2800,10.61,594.16,2502.92,5005.84,250,500,90.01,Won,Sarah Chen,Enterprise,Healthcare,2024,Q1,Jan
T0196,2024-01-10,C011,Pinnacle Consulting,North,Hardware,Headset Pro,5,220,23.68,260.5,167.9,839.5,120,600,28.53,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q1,Jan
T0197,2024-01-12,C017,Granite Automotive,West,Services,Training Package,2,1800,12.71,457.56,1571.22,3142.44,400,800,74.54,Pending,David Evans,Enterprise,Automotive,2024,Q1,Jan
T0198,2024-01-13,C005,Cascade Retail,South,Hardware,Server Rack,1,6200,5.42,336.04,5863.96,5863.96,4100,4100,30.08,Lost,James Okafor,Mid-Market,Retail,2024,Q1,Jan
T0199,2024-01-13,C017,Granite Automotive,West,Software,Mobile Device Mgmt,10,2800,16.29,4561.2,2343.88,23438.8,250,2500,89.33,Lost,David Evans,Enterprise,Automotive,2024,Q1,Jan
T0200,2024-01-15,C019,Coastline Hotels,West,Software,Analytics Suite,1,4500,10.85,488.25,4011.75,4011.75,500,500,87.54,Won,Tom Walsh,Mid-Market,Hospitality,2024,Q1,Jan
T0201,2024-01-18,C018,Ember Analytics,North,Software,Analytics Suite,5,4500,23.46,5278.5,3444.3,17221.5,500,2500,85.48,Won,Emily Foster,SMB,Technology,2024,Q1,Jan
T0202,2024-01-20,C010,Stratos Media,North,Hardware,Laptop Pro,1,1200,18.04,216.48,983.52,983.52,800,800,18.66,Pending,Emily Foster,SMB,Media,2024,Q1,Jan
T0203,2024-01-21,C020,Polar Biotech,East,Hardware,Headset Pro,1,220,13.43,29.55,190.45,190.45,120,120,36.99,Won,Aisha Patel,Enterprise,Healthcare,2024,Q1,Jan
T0204,2024-01-21,C005,Cascade Retail,South,Software,Cloud Storage 1TB,2,380,0.0,0.0,380.0,760.0,45,90,88.16,Won,James Okafor,Mid-Market,Retail,2024,Q1,Jan
T0205,2024-01-23,C020,Polar Biotech,East,Software,CRM Platform,1,8500,7.37,626.45,7873.55,7873.55,600,600,92.38,Pending,Aisha Patel,Enterprise,Healthcare,2024,Q1,Jan
T0206,2024-01-25,C010,Stratos Media,North,Software,ERP Module,1,12000,33.59,4030.8,7969.2,7969.2,1200,1200,84.94,Won,Emily Foster,SMB,Media,2024,Q1,Jan
T0207,2024-01-28,C015,Redwood Construction,South,Software,Analytics Suite,1,4500,14.33,644.85,3855.15,3855.15,500,500,87.03,Won,Marco Ruiz,SMB,Construction,2024,Q1,Jan
T0208,2024-01-29,C005,Cascade Retail,South,Hardware,Laptop Pro,1,1200,12.07,144.84,1055.16,1055.16,800,800,24.18,Won,James Okafor,Mid-Market,Retail,2024,Q1,Jan
T0209,2024-01-31,C012,Delta Aerospace,West,Services,Training Package,1,1800,15.95,287.1,1512.9,1512.9,400,400,73.56,Won,David Evans,Enterprise,Aerospace,2024,Q1,Jan
T0210,2024-02-03,C018,Ember Analytics,North,Hardware,Headset Pro,2,220,16.43,72.3,183.85,367.7,120,240,34.73,Won,Emily Foster,SMB,Technology,2024,Q1,Feb
T0211,2024-02-08,C020,Polar Biotech,East,Hardware,Laptop Pro,1,1200,4.77,57.24,1142.76,1142.76,800,800,29.99,Pending,Aisha Patel,Enterprise,Healthcare,2024,Q1,Feb
T0212,2024-02-09,C013,Harbor Insurance,East,Software,Mobile Device Mgmt,3,2800,3.76,315.84,2694.72,8084.16,250,750,90.72,Won,Aisha Patel,Enterprise,Financial Services,2024,Q1,Feb
T0213,2024-02-09,C019,Coastline Hotels,West,Hardware,Server Rack,2,6200,6.03,747.72,5826.14,11652.28,4100,8200,29.63,Won,Tom Walsh,Mid-Market,Hospitality,2024,Q1,Feb
T0214,2024-02-09,C018,Ember Analytics,North,Services,Training Package,2,1800,30.88,1111.68,1244.16,2488.32,400,800,67.85,Won,Emily Foster,SMB,Technology,2024,Q1,Feb
T0215,2024-02-12,C005,Cascade Retail,South,Hardware,Laptop Pro,10,1200,8.62,1034.4,1096.56,10965.6,800,8000,27.04,Won,James Okafor,Mid-Market,Retail,2024,Q1,Feb
T0216,2024-02-15,C005,Cascade Retail,South,Services,Training Package,2,1800,7.04,253.44,1673.28,3346.56,400,800,76.09,Won,James Okafor,Mid-Market,Retail,2024,Q1,Feb
T0217,2024-02-16,C017,Granite Automotive,West,Software,CRM Platform,10,8500,20.91,17773.5,6722.65,67226.5,600,6000,91.07,Pending,David Evans,Enterprise,Automotive,2024,Q1,Feb
T0218,2024-02-17,C015,Redwood Construction,South,Software,Mobile Device Mgmt,1,2800,2.67,74.76,2725.24,2725.24,250,250,90.83,Won,Marco Ruiz,SMB,Construction,2024,Q1,Feb
T0219,2024-02-17,C020,Polar Biotech,East,Hardware,Headset Pro,2,220,3.83,16.86,211.57,423.14,120,240,43.28,Won,Aisha Patel,Enterprise,Healthcare,2024,Q1,Feb
T0220,2024-02-21,C012,Delta Aerospace,West,Furniture,Office Chair,2,180,16.33,58.78,150.61,301.22,80,160,46.88,Won,David Evans,Enterprise,Aerospace,2024,Q1,Feb
T0221,2024-02-21,C009,BlueRock Mining,West,Software,Cloud Storage 1TB,1,380,5.41,20.56,359.44,359.44,45,45,87.48,Won,Tom Walsh,Mid-Market,Mining,2024,Q1,Feb
T0222,2024-02-23,C003,Meridian Health,North,Services,Training Package,10,1800,10.86,1954.8,1604.52,16045.2,400,4000,75.07,Won,Sarah Chen,Enterprise,Healthcare,2024,Q1,Feb
T0223,2024-02-25,C004,Solaris Energy,West,Furniture,Desk Pro,5,420,12.52,262.9,367.42,1837.1,180,900,51.01,Won,Tom Walsh,Mid-Market,Energy,2024,Q1,Feb
T0224,2024-03-02,C019,Coastline Hotels,West,Software,CRM Platform,2,8500,7.15,1215.5,7892.25,15784.5,600,1200,92.4,Lost,Tom Walsh,Mid-Market,Hospitality,2024,Q1,Mar
T0225,2024-03-03,C003,Meridian Health,North,Software,Mobile Device Mgmt,3,2800,3.36,282.24,2705.92,8117.76,250,750,90.76,Lost,Sarah Chen,Enterprise,Healthcare,2024,Q1,Mar
T0226,2024-03-05,C007,Vertex Logistics,South,Furniture,Office Chair,1,180,2.12,3.82,176.18,176.18,80,80,54.59,Lost,Marco Ruiz,Mid-Market,Logistics,2024,Q1,Mar
T0227,2024-03-05,C013,Harbor Insurance,East,Hardware,Server Rack,1,6200,11.15,691.3,5508.7,5508.7,4100,4100,25.57,Won,Aisha Patel,Enterprise,Financial Services,2024,Q1,Mar
T0228,2024-03-05,C013,Harbor Insurance,East,Hardware,Server Rack,3,6200,4.84,900.24,5899.92,17699.76,4100,12300,30.51,Pending,Aisha Patel,Enterprise,Financial Services,2024,Q1,Mar
T0229,2024-03-06,C006,Nimbus Financial,East,Software,BI Dashboard,1,5500,9.1,500.5,4999.5,4999.5,500,500,90.0,Won,Priya Sharma,Enterprise,Financial Services,2024,Q1,Mar
T0230,2024-03-08,C011,Pinnacle Consulting,North,Software,BI Dashboard,1,5500,22.04,1212.2,4287.8,4287.8,500,500,88.34,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q1,Mar
T0231,2024-03-09,C018,Ember Analytics,North,Software,ERP Module,1,12000,9.94,1192.8,10807.2,10807.2,1200,1200,88.9,Pending,Emily Foster,SMB,Technology,2024,Q1,Mar
T0232,2024-03-13,C002,Horizon Tech,East,Software,Cloud Storage 1TB,1,380,7.56,28.73,351.27,351.27,45,45,87.19,Won,Priya Sharma,Enterprise,Technology,2024,Q1,Mar
T0233,2024-03-14,C018,Ember Analytics,North,Software,Analytics Suite,5,4500,13.35,3003.75,3899.25,19496.25,500,2500,87.18,Won,Emily Foster,SMB,Technology,2024,Q1,Mar
T0234,2024-03-17,C016,Tidal Software,South,Software,CRM Platform,1,8500,7.37,626.45,7873.55,7873.55,600,600,92.38,Lost,James Okafor,Mid-Market,Technology,2024,Q1,Mar
T0235,2024-03-21,C015,Redwood Construction,South,Software,Analytics Suite,3,4500,5.47,738.45,4253.85,12761.55,500,1500,88.25,Won,Marco Ruiz,SMB,Construction,2024,Q1,Mar
T0236,2024-03-26,C011,Pinnacle Consulting,North,Software,CRM Platform,1,8500,14.86,1263.1,7236.9,7236.9,600,600,91.71,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q1,Mar
T0237,2024-03-28,C009,BlueRock Mining,West,Software,Security Suite,1,3200,8.2,262.4,2937.6,2937.6,280,280,90.47,Won,Tom Walsh,Mid-Market,Mining,2024,Q1,Mar
T0238,2024-03-28,C009,BlueRock Mining,West,Hardware,Server Rack,5,6200,13.56,4203.6,5359.28,26796.4,4100,20500,23.5,Won,Tom Walsh,Mid-Market,Mining,2024,Q1,Mar
T0239,2024-03-29,C015,Redwood Construction,South,Furniture,Desk Pro,3,420,4.85,61.11,399.63,1198.89,180,540,54.96,Pending,Marco Ruiz,SMB,Construction,2024,Q1,Mar
T0240,2024-03-29,C008,Orion Pharma,East,Software,BI Dashboard,5,5500,12.61,3467.75,4806.45,24032.25,500,2500,89.6,Won,Aisha Patel,Enterprise,Healthcare,2024,Q1,Mar
T0241,2024-03-30,C014,Quantum Devices,North,Furniture,Desk Pro,1,420,7.21,30.28,389.72,389.72,180,180,53.81,Won,Sarah Chen,Enterprise,Technology,2024,Q1,Mar
T0242,2024-04-02,C007,Vertex Logistics,South,Hardware,Laptop Pro,1,1200,1.8,21.6,1178.4,1178.4,800,800,32.11,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q2,Apr
T0243,2024-04-04,C015,Redwood Construction,South,Software,Security Suite,2,3200,6.82,436.48,2981.76,5963.52,280,560,90.61,Lost,Marco Ruiz,SMB,Construction,2024,Q2,Apr
T0244,2024-04-06,C015,Redwood Construction,South,Services,Training Package,1,1800,8.86,159.48,1640.52,1640.52,400,400,75.62,Pending,Marco Ruiz,SMB,Construction,2024,Q2,Apr
T0245,2024-04-09,C020,Polar Biotech,East,Hardware,Server Rack,2,6200,11.23,1392.52,5503.74,11007.48,4100,8200,25.51,Won,Aisha Patel,Enterprise,Healthcare,2024,Q2,Apr
T0246,2024-04-09,C018,Ember Analytics,North,Hardware,Headset Pro,2,220,28.23,124.22,157.89,315.78,120,240,24.0,Won,Emily Foster,SMB,Technology,2024,Q2,Apr
T0247,2024-04-09,C001,Apex Industries,North,Hardware,Laptop Pro,2,1200,6.36,152.64,1123.68,2247.36,800,1600,28.81,Won,Sarah Chen,Enterprise,Manufacturing,2024,Q2,Apr
T0248,2024-04-10,C013,Harbor Insurance,East,Services,Training Package,1,1800,8.13,146.34,1653.66,1653.66,400,400,75.81,Won,Aisha Patel,Enterprise,Financial Services,2024,Q2,Apr
T0249,2024-04-10,C012,Delta Aerospace,West,Software,Cloud Storage 1TB,3,380,27.22,310.32,276.56,829.68,45,135,83.73,Pending,David Evans,Enterprise,Aerospace,2024,Q2,Apr
T0250,2024-04-12,C017,Granite Automotive,West,Hardware,Headset Pro,2,220,26.07,114.7,162.65,325.3,120,240,26.22,Won,David Evans,Enterprise,Automotive,2024,Q2,Apr
T0251,2024-04-13,C016,Tidal Software,South,Furniture,Desk Pro,1,420,8.54,35.87,384.13,384.13,180,180,53.14,Lost,James Okafor,Mid-Market,Technology,2024,Q2,Apr
T0252,2024-04-14,C017,Granite Automotive,West,Hardware,Server Rack,2,6200,25.2,3124.8,4637.6,9275.2,4100,8200,11.59,Won,David Evans,Enterprise,Automotive,2024,Q2,Apr
T0253,2024-04-15,C013,Harbor Insurance,East,Software,Mobile Device Mgmt,1,2800,7.99,223.72,2576.28,2576.28,250,250,90.3,Won,Aisha Patel,Enterprise,Financial Services,2024,Q2,Apr
T0254,2024-04-16,C016,Tidal Software,South,Furniture,Office Chair,2,180,15.0,54.0,153.0,306.0,80,160,47.71,Lost,James Okafor,Mid-Market,Technology,2024,Q2,Apr
T0255,2024-04-20,C016,Tidal Software,South,Software,Analytics Suite,3,4500,10.44,1409.4,4030.2,12090.6,500,1500,87.59,Won,James Okafor,Mid-Market,Technology,2024,Q2,Apr
T0256,2024-04-20,C012,Delta Aerospace,West,Software,Cloud Storage 1TB,3,380,18.0,205.2,311.6,934.8,45,135,85.56,Lost,David Evans,Enterprise,Aerospace,2024,Q2,Apr
T0257,2024-04-29,C014,Quantum Devices,North,Software,BI Dashboard,3,5500,3.78,623.7,5292.1,15876.3,500,1500,90.55,Won,Sarah Chen,Enterprise,Technology,2024,Q2,Apr
T0258,2024-04-29,C019,Coastline Hotels,West,Hardware,Network Switch,2,950,10.54,200.26,849.87,1699.74,540,1080,36.46,Won,Tom Walsh,Mid-Market,Hospitality,2024,Q2,Apr
T0259,2024-04-30,C017,Granite Automotive,West,Hardware,Network Switch,1,950,23.07,219.16,730.84,730.84,540,540,26.11,Won,David Evans,Enterprise,Automotive,2024,Q2,Apr
T0260,2024-05-01,C007,Vertex Logistics,South,Hardware,"Monitor 27""",1,350,1.94,6.79,343.21,343.21,210,210,38.81,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q2,May
T0261,2024-05-01,C020,Polar Biotech,East,Software,Mobile Device Mgmt,5,2800,10.44,1461.6,2507.68,12538.4,250,1250,90.03,Pending,Aisha Patel,Enterprise,Healthcare,2024,Q2,May
T0262,2024-05-02,C015,Redwood Construction,South,Services,Training Package,2,1800,9.18,330.48,1634.76,3269.52,400,800,75.53,Won,Marco Ruiz,SMB,Construction,2024,Q2,May
T0263,2024-05-03,C018,Ember Analytics,North,Services,Training Package,1,1800,8.35,150.3,1649.7,1649.7,400,400,75.75,Pending,Emily Foster,SMB,Technology,2024,Q2,May
T0264,2024-05-05,C012,Delta Aerospace,West,Hardware,Server Rack,1,6200,19.73,1223.26,4976.74,4976.74,4100,4100,17.62,Won,David Evans,Enterprise,Aerospace,2024,Q2,May
T0265,2024-05-05,C010,Stratos Media,North,Services,Training Package,1,1800,26.41,475.38,1324.62,1324.62,400,400,69.8,Lost,Emily Foster,SMB,Media,2024,Q2,May
T0266,2024-05-08,C017,Granite Automotive,West,Software,Cloud Storage 1TB,2,380,24.61,187.04,286.48,572.96,45,90,84.29,Lost,David Evans,Enterprise,Automotive,2024,Q2,May
T0267,2024-05-18,C009,BlueRock Mining,West,Hardware,"Monitor 27""",5,350,5.53,96.8,330.64,1653.2,210,1050,36.49,Won,Tom Walsh,Mid-Market,Mining,2024,Q2,May
T0268,2024-05-19,C010,Stratos Media,North,Furniture,Desk Pro,5,420,23.58,495.2,320.96,1604.8,180,900,43.92,Won,Emily Foster,SMB,Media,2024,Q2,May
T0269,2024-05-21,C015,Redwood Construction,South,Software,Security Suite,5,3200,6.51,1041.6,2991.68,14958.4,280,1400,90.64,Won,Marco Ruiz,SMB,Construction,2024,Q2,May
T0270,2024-05-29,C009,BlueRock Mining,West,Furniture,Office Chair,2,180,10.4,37.44,161.28,322.56,80,160,50.4,Won,Tom Walsh,Mid-Market,Mining,2024,Q2,May
T0271,2024-06-01,C016,Tidal Software,South,Software,Analytics Suite,1,4500,8.05,362.25,4137.75,4137.75,500,500,87.92,Pending,James Okafor,Mid-Market,Technology,2024,Q2,Jun
T0272,2024-06-03,C011,Pinnacle Consulting,North,Software,Security Suite,3,3200,18.91,1815.36,2594.88,7784.64,280,840,89.21,Pending,Emily Foster,Mid-Market,Professional Svcs,2024,Q2,Jun
T0273,2024-06-03,C017,Granite Automotive,West,Software,ERP Module,1,12000,30.4,3648.0,8352.0,8352.0,1200,1200,85.63,Lost,David Evans,Enterprise,Automotive,2024,Q2,Jun
T0274,2024-06-11,C007,Vertex Logistics,South,Hardware,"Monitor 27""",5,350,8.32,145.6,320.88,1604.4,210,1050,34.55,Lost,Marco Ruiz,Mid-Market,Logistics,2024,Q2,Jun
T0275,2024-06-12,C009,BlueRock Mining,West,Software,Analytics Suite,10,4500,11.58,5211.0,3978.9,39789.0,500,5000,87.43,Won,Tom Walsh,Mid-Market,Mining,2024,Q2,Jun
T0276,2024-06-15,C013,Harbor Insurance,East,Software,ERP Module,1,12000,3.31,397.2,11602.8,11602.8,1200,1200,89.66,Pending,Aisha Patel,Enterprise,Financial Services,2024,Q2,Jun
T0277,2024-06-20,C017,Granite Automotive,West,Furniture,Desk Pro,1,420,24.67,103.61,316.39,316.39,180,180,43.11,Pending,David Evans,Enterprise,Automotive,2024,Q2,Jun
T0278,2024-06-21,C006,Nimbus Financial,East,Furniture,Office Chair,2,180,7.77,27.98,166.01,332.02,80,160,51.81,Won,Priya Sharma,Enterprise,Financial Services,2024,Q2,Jun
T0279,2024-06-21,C018,Ember Analytics,North,Hardware,Server Rack,1,6200,19.11,1184.82,5015.18,5015.18,4100,4100,18.25,Won,Emily Foster,SMB,Technology,2024,Q2,Jun
T0280,2024-06-22,C005,Cascade Retail,South,Software,Cloud Storage 1TB,3,380,13.56,154.59,328.47,985.41,45,135,86.3,Won,James Okafor,Mid-Market,Retail,2024,Q2,Jun
